,Name,Postal_Code,Coordinates,Venue Type
3911,BREADTALK PTE LTD,127371,"[1.30374258287197, 103.766092882107]",Eating Establishment
3912,SAKURA PTE. LTD.,649848,"[1.33500720790366, 103.706278743989]",Eating Establishment
3913,MANNA 360 PTE. LTD,098585,"[1.26389581240004, 103.821589247996]",Eating Establishment
3914,RJ BUSINESS PTE. LTD.,098585,"[1.26389581240004, 103.821589247996]",Eating Establishment
3915,SOUP RESTAURANT SINGAPORE PTE. LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3916,BLOSSOM IN PTE LTD,098585,"[1.26389581240004, 103.821589247996]",Eating Establishment
3917,OOTOYA ASIA PACIFIC PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3918,GREAT CHEF HONG KONG KITCHEN PTE. LTD.,129753,"[1.29303345961584, 103.768771992133]",Eating Establishment
3919,DOMINO'S PIZZA SINGAPORE PTE. LTD.,680253,"[1.37677749544409, 103.744548948082]",Eating Establishment
3920,CHONG SOKE FUN,119967,"[1.27778507592687, 103.800744388744]",Eating Establishment
3921,MCDONALD'S RESTAURANTS PTE. LTD.,649849,"[1.33917483361225, 103.70865558407]",Eating Establishment
3922,ABR HOLDINGS LIMITED,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3923,HARVEST HOLDING PTE LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3924,SUNNYCHOICE PTE. LTD.,650630,"[1.35008771763587, 103.749914947649]",Eating Establishment
3925,PINEDALE TRADING PTE LTD,098604,"[1.2509225195427, 103.818378141137]",Eating Establishment
3926,YU RUI,649846,"[1.33849328515951, 103.705845404968]",Eating Establishment
3927,NATURAL GRAIN PTE. LTD.,648331,"[1.33931504032005, 103.705350996191]",Eating Establishment
3928,R E & S ENTERPRISES PTE LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3929,CULINARY HOLDINGS PTE. LTD.,138632,"[1.29951528532019, 103.787639846851]",Eating Establishment
3930,NTUC FOODFARE CO-OPERATIVE LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3931,STARBUCKS COFFEE SINGAPORE PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3932,O BREAD 2 PTE. LTD.,120442,"[1.31412254184755, 103.764518594142]",Eating Establishment
3933,FISH & CO. RESTAURANTS PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3934,LEI YUEN COFFEE & TEA PTE. LTD.,128424,"[1.31290255698654, 103.751346605442]",Eating Establishment
3935,SINGAPORE FAST FOOD PTE. LTD.,099010,"[1.25200579229143, 103.81755421712]",Eating Establishment
3936,HUNGRY WICH'S PTE. LTD.,138632,"[1.29951528532019, 103.787639846851]",Eating Establishment
3937,S POWER EATING HOUSE PTE. LTD.,728645,"[1.43385730020475, 103.745884568764]",Eating Establishment
3938,MINOR FOOD GROUP (SINGAPORE) PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3939,TEN & HAN TRADING PTE LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3940,LEE HOIE HOCK,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3941,BACHMANN JAPANESE RESTAURANT PTE LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3942,THE WINE COMPANY PTE. LTD.,098072,"[1.25830214200274, 103.823350504845]",Eating Establishment
3943,SALAD STOP PTE. LTD.,138632,"[1.29951528532019, 103.787639846851]",Eating Establishment
3944,MENU PTE. LTD.,098072,"[1.25830214200274, 103.823350504845]",Eating Establishment
3945,NIWA SUSHI PTE. LTD.,648310,"[1.33755128782925, 103.696942416972]",Eating Establishment
3946,FOUR SEASONS DURIANS PTE LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3947,KOI CAFE GROUP (S) PTE. LTD.,659958,"[1.3487108105756, 103.749334517338]",Eating Establishment
3948,HO KEE PAU (SINGAPORE) PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3949,BEE CHENG HIANG NETWORK PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3950,SONG HUA JIANG F&B PTE. LTD,600350,"[1.34404941857381, 103.73125555964]",Eating Establishment
3951,SHENG KEE DESSERT PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3952,BAE FRANCHISE GROUP PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3953,ROYAL ONE PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3954,BENJAMIN GOH WEIJUN,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3955,SUTOPO LAI HWA KENSY,129581,"[1.31421090199895, 103.765144799558]",Eating Establishment
3956,THE FAMOUS AMOS CHOCOLATE CHIP COOKIE SINGAPORE PTE LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3957,COLD STORAGE SINGAPORE (1983) PTE LTD,098588,"[1.25391552659623, 103.819453456744]",Eating Establishment
3958,GO SUSHI PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3959,HAEFEST PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3960,OEDO FOOD SERVICES PTE LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3961,MCDONALD'S RESTAURANTS PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3962,POLAR PUFFS & CAKES PTE LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3963,CUISINE OF CM PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3964,BERRY BERRY PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3965,FOUR LEAVES PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3966,BREADTALK PTE LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3967,MR BEAN INTERNATIONAL PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3968,KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3969,WAN HO KEUNG,120449,"[1.31361567894894, 103.764809966953]",Eating Establishment
3970,ZENSHO FOOD SINGAPORE PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3971,CHAN PAU TEE,120442,"[1.31412254184755, 103.764518594142]",Eating Establishment
3972,FONG SENG FAST FOOD PTE LTD,118527,"[1.2750301694853, 103.794829147507]",Eating Establishment
3973,INDIAN BAGUS PTE. LTD.,649846,"[1.33849328515951, 103.705845404968]",Eating Establishment
3974,BT6 CAFE CUISINE PTE. LTD.,599731,"[1.34256017892936, 103.775254528724]",Eating Establishment
3975,SENTOSA BEACH RESORT PTE LTD,098970,"[1.25780204865467, 103.809797886969]",Eating Establishment
3976,BAKE INC. HOLDINGS PTE. LTD.,689715,"[1.39729771118639, 103.74735767326]",Eating Establishment
3977,LEE SEOH YONG,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3978,CAKE HISTORY PTE. LTD.,121441,"[1.31463913092205, 103.764797687774]",Eating Establishment
3979,BENGAWAN SOLO PTE LTD,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3980,SINGAPORE FOOD & BEVERAGE PTE. LTD.,099010,"[1.25200579229143, 103.81755421712]",Eating Establishment
3981,EAT. BUSINESS PTE. LTD.,129588,"[1.31555354277949, 103.764596439304]",Eating Establishment
3982,THE BAKERY DEPOT PTE LTD,117439,"[1.27482749239615, 103.79906482343]",Eating Establishment
3983,COLD STORAGE SINGAPORE (1983) PTE LTD,659958,"[1.3487108105756, 103.749334517338]",Eating Establishment
3984,YA KUN CAFE PTE. LTD.,648886,"[1.3394520043632, 103.706685012926]",Eating Establishment
3985,HEIDI WONG CHOON HAR,139651,"[1.31087323423706, 103.777439826564]",Eating Establishment
3986,MCDONALD'S RESTAURANTS PTE. LTD.,099010,"[1.25200579229143, 103.81755421712]",Eating Establishment
3987,TAN BEE BEE,139345,"[1.30768350227128, 103.788696211509]",Eating Establishment
3988,PACIFIC REFRESHMENTS PTE. LTD.,637557,"[1.31309556849743, 103.629096530194]",Eating Establishment
3989,LUXE'Z SWEETS PTE. LTD.,650630,"[1.35008771763587, 103.749914947649]",Eating Establishment
3990,COLD STORAGE SINGAPORE (1983) PTE LTD,681160,"[1.38049639723272, 103.757079964941]",Eating Establishment
3991,SIN HONG YUN PTE. LTD.,698928,"[1.37376143663764, 103.721557394479]",Eating Establishment
3992,PRIME PACIFIC PTE. LTD.,618640,"[1.3259259997806, 103.724483279146]",Eating Establishment
3993,AMARA SENTOSA INVESTMENTS PTE. LTD.,099394,"[1.25217043744418, 103.82219871627]",Eating Establishment
3994,THE BAKERY DEPOT PTE LTD,098585,"[1.26389581240004, 103.821589247996]",Eating Establishment
3995,COLD STORAGE SINGAPORE (1983) PTE LTD,650242,"[1.35095950808957, 103.756233418128]",Eating Establishment
3996,COLD STORAGE SINGAPORE (1983) PTE LTD,640746,"[1.34743827314555, 103.697936344468]",Eating Establishment
3997,FOODNATION 2 PTE. LTD.,117439,"[1.27482749239615, 103.79906482343]",Eating Establishment
3998,JAYTARRANI EATING HOUSE PTE. LTD.,637778,"[1.29865806391236, 103.62808808355]",Eating Establishment
3999,MOS FOODS SINGAPORE PTE. LTD.,099253,"[1.26379682885331, 103.820219045593]",Eating Establishment
4000,SAGAR PTE. LTD.,117439,"[1.27482749239615, 103.79906482343]",Eating Establishment
4001,COLD STORAGE SINGAPORE (1983) PTE LTD,641668,"[1.3418314445114, 103.702880772704]",Eating Establishment
4002,DINO CAKE HOUSE & CAFE PTE LTD,588996,"[1.33865677622928, 103.778560467143]",Eating Establishment
4003,CATERPILLAR ASIA PTE LTD,618304,"[1.3241039113569, 103.712388263662]",Eating Establishment
4004,DHAKA FOODS PTE. LTD.,120517,"[1.30747684361156, 103.760157277816]",Eating Establishment
4005,A-POH KITCHEN PTE. LTD.,120354,"[1.3135304106234, 103.770859843658]",Eating Establishment
4006,SSR SENTOSA PTE. LTD.,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4007,THE WOK PEOPLE PTE. LTD.,629046,"[1.32368905689488, 103.673784816901]",Eating Establishment
4008,SHOPPING BAG (S) PTE. LTD.,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4009,ASTON FOOD & BEVERAGE SPECIALITIES PTE. LTD.,117439,"[1.27482749239615, 103.79906482343]",Eating Establishment
4010,KENTUCKY FRIED CHICKEN MANAGEMENT PTE LTD,680253,"[1.37677749544409, 103.744548948082]",Eating Establishment
4011,SUTHA'S RESTAURANT PTE LTD,639413,"[1.32371620902462, 103.654958754518]",Eating Establishment
4012,COMMONWEALTH RETAIL CONCEPTS PTE. LTD.,117439,"[1.27482749239615, 103.79906482343]",Eating Establishment
4013,ONE EIGHT SHOP PTE. LTD.,600104,"[1.33658465311802, 103.737623303842]",Eating Establishment
4014,GREAT TIDINGS PRIVATE LIMITED,138670,"[1.30404295480334, 103.791326968787]",Eating Establishment
4015,RH FOODIES PTE. LTD.,659958,"[1.3487108105756, 103.749334517338]",Eating Establishment
4016,Z PLACE PTE. LTD.,659958,"[1.3487108105756, 103.749334517338]",Eating Establishment
4017,BOON & MOON PTE. LTD.,659958,"[1.3487108105756, 103.749334517338]",Eating Establishment
4018,COMMONWEALTH RETAIL CONCEPTS PTE. LTD.,127371,"[1.30374258287197, 103.766092882107]",Eating Establishment
4019,TEN & HAN TRADING PTE LTD,098604,"[1.2509225195427, 103.818378141137]",Eating Establishment
4020,MCDONALD'S RESTAURANTS PTE. LTD.,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4021,SUPERSNACKS LLP,119245,"[1.29252222913047, 103.774133418277]",Eating Establishment
4022,Z T P GINSENG BIRDNEST PTE LTD,659958,"[1.3487108105756, 103.749334517338]",Eating Establishment
4023,ALCON SINGAPORE MANUFACTURING PTE. LTD.,637313,"[1.27611022368189, 103.622468725392]",Eating Establishment
4024,NG CHOON CHUAN,640960,"[1.34138531163603, 103.691459639611]",Eating Establishment
4025,COLD STORAGE SINGAPORE (1983) PTE LTD,688236,"[1.37505366356257, 103.752219691736]",Eating Establishment
4026,BENFRIS JOYFUL PTE. LTD.,117439,"[1.27482749239615, 103.79906482343]",Eating Establishment
4027,NG JENNY,659168,"[1.35139724771138, 103.742956148248]",Eating Establishment
4028,COLD STORAGE SINGAPORE (1983) PTE LTD,657289,"[1.34448838213212, 103.759942499377]",Eating Establishment
4029,GOLD OCEAN RESTAURANTS PTE. LTD,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4030,TEE POH KUAN,640456,"[1.35067572843469, 103.720022392894]",Eating Establishment
4031,TANJONG BEACH CLUB PTE. LTD.,098942,"[1.24326147116024, 103.828119577385]",Eating Establishment
4032,STARBUCKS COFFEE SINGAPORE PTE. LTD.,117439,"[1.27482749239615, 103.79906482343]",Eating Establishment
4033,LIM HOCK CHEE,117439,"[1.27482749239615, 103.79906482343]",Eating Establishment
4034,K BOX ENTERTAINMENT GROUP PTE. LTD.,680309,"[1.3851008010905, 103.745553838786]",Eating Establishment
4035,KIM SI F&B PTE. LTD.,639107,"[1.32531666997675, 103.642932403966]",Eating Establishment
4036,"SIM SOCK TZE, HENRY",688236,"[1.37505366356257, 103.752219691736]",Eating Establishment
4037,WONG CHOO GEOK,610399,"[1.3350420286067, 103.72026802061]",Eating Establishment
4038,TABLE CONCEPTS PTE. LTD.,127371,"[1.30374258287197, 103.766092882107]",Eating Establishment
4039,AGAPE DELICACIES PTE. LTD.,637301,"[1.28463657305993, 103.639303344648]",Eating Establishment
4040,NG AH HUAY,688236,"[1.37505366356257, 103.752219691736]",Eating Establishment
4041,SCOOP & SCOOP PTE. LTD.,648331,"[1.33931504032005, 103.705350996191]",Eating Establishment
4042,KOUFU PTE LTD,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4043,FOOD FEST F & B PTE. LTD.,688236,"[1.37505366356257, 103.752219691736]",Eating Establishment
4044,TASTER FOOD PTE. LTD.,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4045,SHRI VENKATESWARA PTE. LTD.,619651,"[1.32943016197842, 103.723512453427]",Eating Establishment
4046,ONG KING BOON,639926,"[1.31337258753746, 103.6279253363]",Eating Establishment
4047,EM BY THE MARINA PTE. LTD.,098537,"[1.2471504050601, 103.839555011268]",Eating Establishment
4048,RAMEN PLAY PTE. LTD.,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4049,STARBUCKS COFFEE SINGAPORE PTE. LTD.,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4050,BACHMANN JAPANESE RESTAURANT PTE LTD,098585,"[1.26389581240004, 103.821589247996]",Eating Establishment
4051,TEMASEK CLUB,139295,"[1.29221368841371, 103.796440026998]",Eating Establishment
4052,CHOCOLAT N' SPICE PTE. LTD,102078,"[1.27363295987739, 103.808335234515]",Eating Establishment
4053,BREADTALK PTE LTD,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4054,MFSG VIVO PTE. LTD.,098585,"[1.26389581240004, 103.821589247996]",Eating Establishment
4055,NEW TOWN CAFE PTE. LTD,658713,"[1.35018916560505, 103.749021976618]",Eating Establishment
4056,CARAMELCRISP PTE. LTD.,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4057,"BETTER BREADS, BAKES & FOODS (PRIVATE) LIMITED",138643,"[1.30173334500406, 103.790000928613]",Eating Establishment
4058,KOH LI KIA,588179,"[1.34332078949297, 103.775854160806]",Eating Establishment
4059,HARD ROCK CAFE PTE LTD?,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4060,CHINOIS PTE. LTD.,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4061,SAW PENG RUI,118810,"[1.26995893383861, 103.796129287098]",Eating Establishment
4062,NG CHOON CHUAN,600037,"[1.32053143645806, 103.742652199249]",Eating Establishment
4063,N MAHINDREN,668158,"[1.37727330485822, 103.756832938288]",Eating Establishment
4064,STAMFORD CATERING SERVICES PTE LTD,637312,"[1.27342742958183, 103.622608930924]",Eating Establishment
4065,MULTI CONCEPTS LINK (SINGAPORE) PTE. LTD.,098585,"[1.26389581240004, 103.821589247996]",Eating Establishment
4066,BANG AH HONG,139651,"[1.31087323423706, 103.777439826564]",Eating Establishment
4067,SAINTMARC SOUTH EAST ASIA PTE. LTD.,098585,"[1.26389581240004, 103.821589247996]",Eating Establishment
4068,HAN CHOON KONG,629906,"[1.32680476460933, 103.681034058013]",Eating Establishment
4069,ICE CREAM FRENZY PTE. LTD.,120501,"[1.31231254760543, 103.759312529215]",Eating Establishment
4070,ALVIN SABAI,689809,"[1.38213672186466, 103.738134418559]",Eating Establishment
4071,KACIA LLP,659206,"[1.3526303227142, 103.749284031946]",Eating Establishment
4072,MUGI PRIME PTE. LTD.,098585,"[1.26389581240004, 103.821589247996]",Eating Establishment
4073,TUNG LOK MILLENNIUM PTE LTD,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4074,WEE KOK HEONG,598120,"[1.34084242760303, 103.773637999482]",Eating Establishment
4075,GDA RESTAURANTS PTE LTD,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4076,TAN TUAN ENG,640498,"[1.34833335760515, 103.724307319237]",Eating Establishment
4077,STUFF'D ENTERPRISE PTE. LTD,689578,"[1.39730190912669, 103.746558067665]",Eating Establishment
4078,PINES FOOD CATERING PTE. LTD.,119244,"[1.29369438514722, 103.773283603092]",Eating Establishment
4079,HONG YUN FOOD PTE. LTD.,117406,"[1.28591016087484, 103.783484547462]",Eating Establishment
4080,RIVER VALLEY HIGH SCHOOL,649961,"[1.34459584223718, 103.708190688947]",Eating Establishment
4081,YONG XING MEI WEI PTE. LTD.,648330,"[1.33931887790074, 103.705160843279]",Eating Establishment
4082,COMPASS GROUP (SINGAPORE) PTE. LTD.,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4083,COMPASS GROUP (SINGAPORE) PTE. LTD.,098269,"[1.25531954546872, 103.82046852826]",Eating Establishment
4084,ROYAL T GROUP PTE. LTD.,098585,"[1.26389581240004, 103.821589247996]",Eating Establishment
4085,NORAIZA BINTE RAIS,648924,"[1.34133453950567, 103.717158279023]",Eating Establishment
4086,CHEN SIEW LEN,640651,"[1.33711883394534, 103.697156295377]",Eating Establishment
4087,CARAMELCRISP PTE. LTD.,098585,"[1.26389581240004, 103.821589247996]",Eating Establishment
4088,LIM CHAO SAI (LIN ZHAOCAI),648310,"[1.33755128782925, 103.696942416972]",Eating Establishment
4089,JT PREMIER BTP PTE. LTD.,588996,"[1.33865677622928, 103.778560467143]",Eating Establishment
4090,JOLLIBEAN FOODS PTE. LTD.,588996,"[1.33865677622928, 103.778560467143]",Eating Establishment
4091,COLD STORAGE SINGAPORE (1983) PTE LTD,098140,"[1.25452200327436, 103.822629576882]",Eating Establishment
4092,JT PREMIER ACC PTE. LTD.,638366,"[1.3293681964287, 103.682388469812]",Eating Establishment
4093,COLD STORAGE SINGAPORE (1983) PTE LTD,629116,"[1.32769436492908, 103.678085068438]",Eating Establishment
4094,WANG JIANYING,680137,"[1.3800477264564, 103.752464583648]",Eating Establishment
4095,JOLLIBEAN FOODS PTE. LTD.,648310,"[1.33755128782925, 103.696942416972]",Eating Establishment
4096,ROYAL T GROUP PTE. LTD.,648886,"[1.3394520043632, 103.706685012926]",Eating Establishment
4097,STARBUCKS COFFEE SINGAPORE PTE. LTD.,098269,"[1.25531954546872, 103.82046852826]",Eating Establishment
4098,LWT F&B PTE. LTD.,648310,"[1.33755128782925, 103.696942416972]",Eating Establishment
4099,CAKE HISTORY PTE. LTD.,648310,"[1.33755128782925, 103.696942416972]",Eating Establishment
4100,TAN BOON HAI,629116,"[1.32769436492908, 103.678085068438]",Eating Establishment
4101,HI KOREA PRIVATE LIMITED,650284,"[1.34669905221409, 103.757276700998]",Eating Establishment
4102,PAPPAMIA GROUP PTE. LTD.,098269,"[1.25531954546872, 103.82046852826]",Eating Establishment
4103,AVENUE JOFFRE (SENTOSA) PTE. LTD,098138,"[1.25695118147305, 103.820121494025]",Eating Establishment
4104,GOH KWEE LENG,648886,"[1.3394520043632, 103.706685012926]",Eating Establishment
